time,time
2025-03-20 20:56:58,3.703647
2025-03-20 20:56:56,3.250668
2025-03-20 20:56:54,2.454965
2025-03-20 20:56:52,1.499986
2025-03-20 20:56:50,1.4999963
2025-03-20 20:56:48,1.772205
2025-03-20 20:56:46,2.999979
2025-03-20 20:56:44,3.340704
2025-03-20 20:56:42,2.477803
2025-03-20 20:56:40,2.340749
2025-03-20 20:56:38,2.159333
2025-03-20 20:56:36,2.090822
2025-03-20 20:56:34,2.409183
2025-03-20 20:56:32,1.999937
2025-03-20 20:56:30,1.6592626
2025-03-20 20:56:28,1.500062
2025-03-20 20:56:26,2.749486
2025-03-20 20:56:24,3.151805
2025-03-20 20:56:22,2.333312
2025-03-20 20:56:20,2.106145
2025-03-20 20:56:18,2.544491
2025-03-20 20:56:16,5.000085
2025-03-20 20:56:14,3.636959
2025-03-20 20:56:12,2.659185
2025-03-20 20:56:10,1.4777486
2025-03-20 20:56:08,1.90866
2025-03-20 20:56:06,2.393883
2025-03-20 20:56:04,2.666714
2025-03-20 20:56:02,1.871543
2025-03-20 20:56:00,1.6135709
