time,mtu
2025-03-20 20:50:39,9000
2025-03-20 20:50:38,9000
2025-03-20 20:50:37,9000
2025-03-20 20:50:36,9000
2025-03-20 20:50:35,9000
2025-03-20 20:50:34,9000
2025-03-20 20:50:33,9000
2025-03-20 20:50:32,9000
2025-03-20 20:50:31,9000
2025-03-20 20:50:30,9000
2025-03-20 20:50:29,9000
2025-03-20 20:50:28,9000
2025-03-20 20:50:27,9000
2025-03-20 20:50:26,9000
2025-03-20 20:50:25,9000
2025-03-20 20:50:24,9000
2025-03-20 20:50:23,9000
2025-03-20 20:50:22,9000
2025-03-20 20:50:21,9000
2025-03-20 20:50:20,9000
2025-03-20 20:50:19,9000
2025-03-20 20:50:18,9000
2025-03-20 20:50:17,9000
2025-03-20 20:50:16,9000
2025-03-20 20:50:15,9000
2025-03-20 20:50:14,9000
2025-03-20 20:50:13,9000
2025-03-20 20:50:12,9000
2025-03-20 20:50:11,9000
2025-03-20 20:50:10,9000
2025-03-20 20:50:09,9000
2025-03-20 20:50:08,9000
2025-03-20 20:50:07,9000
2025-03-20 20:50:06,9000
2025-03-20 20:50:05,9000
2025-03-20 20:50:04,9000
2025-03-20 20:50:03,9000
2025-03-20 20:50:02,9000
2025-03-20 20:50:01,9000
2025-03-20 20:50:00,9000
2025-03-20 20:49:59,9000
2025-03-20 20:49:58,9000
2025-03-20 20:49:57,9000
2025-03-20 20:49:56,9000
2025-03-20 20:49:55,9000
2025-03-20 20:49:54,9000
2025-03-20 20:49:53,9000
2025-03-20 20:49:52,9000
2025-03-20 20:49:51,9000
2025-03-20 20:49:50,9000
2025-03-20 20:49:49,9000
2025-03-20 20:49:48,9000
2025-03-20 20:49:47,9000
2025-03-20 20:49:46,9000
2025-03-20 20:49:45,9000
2025-03-20 20:49:44,9000
2025-03-20 20:49:43,9000
2025-03-20 20:49:42,9000
2025-03-20 20:49:41,9000
2025-03-20 20:49:40,9000
2025-03-20 20:49:39,9000
2025-03-20 20:49:38,9000
